2012 04 12 10 56 32	1334242592400	place	425	68
2012 04 12 10 56 32	1334242592407	place	425	71
2012 04 12 10 56 32	1334242592415	place	425	75
2012 04 12 10 56 32	1334242592423	place	425	79
2012 04 12 10 56 32	1334242592431	place	425	83
2012 04 12 10 56 32	1334242592439	place	425	86
2012 04 12 10 56 32	1334242592447	place	425	90
2012 04 12 10 56 32	1334242592455	place	425	92
2012 04 12 10 56 32	1334242592920	bubble	435	128
2012 04 12 10 56 32	1334242592927	bubble	435	129
2012 04 12 10 56 32	1334242592935	bubble	435	130
2012 04 12 10 56 32	1334242592943	bubble	435	131
2012 04 12 10 56 32	1334242592951	bubble	435	132
2012 04 12 10 56 32	1334242592967	bubble	435	133
2012 04 12 10 56 32	1334242592983	bubble	435	134
2012 04 12 10 56 33	1334242593056	bubble	435	135
2012 04 12 10 56 33	1334242593063	bubble	436	135
2012 04 12 10 56 33	1334242593071	bubble	436	136
2012 04 12 10 56 33	1334242593090	bubble	436	137
2012 04 12 10 56 33	1334242593095	bubble	436	138
2012 04 12 10 56 33	1334242593111	bubble	436	139
2012 04 12 10 56 33	1334242593143	bubble	436	140
2012 04 12 10 56 33	1334242593183	bubble	436	141
2012 04 12 10 56 33	1334242593207	bubble	436	142
2012 04 12 10 56 33	1334242593223	bubble	437	142
2012 04 12 10 56 33	1334242593400	bubble	438	142
2012 04 12 10 56 33	1334242593423	bubble	438	143
2012 04 12 10 56 33	1334242593560	bubble	438	144
2012 04 12 10 56 33	1334242593568	bubble	437	144
2012 04 12 10 56 33	1334242593583	bubble	436	144
2012 04 12 10 56 33	1334242593599	bubble	435	145
2012 04 12 10 56 33	1334242593607	bubble	434	145
2012 04 12 10 56 33	1334242593623	bubble	433	145
2012 04 12 10 56 33	1334242593631	bubble	433	146
2012 04 12 10 56 33	1334242593647	bubble	432	146
2012 04 12 10 56 33	1334242593984	bubble	431	146
2012 04 12 10 56 33	1334242593991	bubble	430	146
2012 04 12 10 56 33	1334242593999	bubble	429	146
2012 04 12 10 56 34	1334242594007	bubble	428	146
2012 04 12 10 56 34	1334242594023	bubble	428	145
2012 04 12 10 56 34	1334242594052	bubble	427	145
2012 04 12 10 56 34	1334242594111	bubble	426	144
2012 04 12 10 56 34	1334242594464	bubble	425	144
2012 04 12 10 56 34	1334242594479	bubble	425	143
2012 04 12 10 56 34	1334242594487	bubble	423	143
2012 04 12 10 56 34	1334242594511	bubble	422	142
2012 04 12 10 56 34	1334242594560	bubble	421	142
2012 04 12 10 56 35	1334242595192	bubble	419	142
2012 04 12 10 56 35	1334242595207	bubble	418	142
2012 04 12 10 56 35	1334242595215	bubble	417	142
2012 04 12 10 56 35	1334242595231	bubble	416	142
2012 04 12 10 56 35	1334242595279	bubble	415	142
2012 04 12 10 56 35	1334242595335	bubble	414	142
2012 04 12 10 56 35	1334242595351	bubble	413	142
2012 04 12 10 56 35	1334242595367	bubble	412	142
2012 04 12 10 56 35	1334242595400	bubble	411	142
2012 04 12 10 56 35	1334242595584	bubble	410	142
2012 04 12 10 56 35	1334242595591	bubble	410	143
2012 04 12 10 56 35	1334242595599	bubble	409	143
2012 04 12 10 56 35	1334242595608	bubble	408	143
2012 04 12 10 56 35	1334242595615	bubble	407	144
2012 04 12 10 56 35	1334242595623	bubble	406	145
2012 04 12 10 56 35	1334242595631	bubble	405	145
2012 04 12 10 56 35	1334242595640	bubble	404	146
2012 04 12 10 56 35	1334242595648	bubble	403	147
2012 04 12 10 56 35	1334242595655	bubble	402	148
2012 04 12 10 56 35	1334242595663	bubble	401	149
2012 04 12 10 56 35	1334242595679	bubble	400	150
2012 04 12 10 56 35	1334242595687	bubble	400	151
2012 04 12 10 56 35	1334242595700	bubble	399	151
2012 04 12 10 56 35	1334242595706	bubble	399	152
2012 04 12 10 56 35	1334242595727	bubble	399	153
2012 04 12 10 57 27	1334242647295	smoothies	469	108
2012 04 12 10 57 27	1334242647303	smoothies	451	101
2012 04 12 10 57 27	1334242647311	smoothies	432	95
2012 04 12 10 57 27	1334242647319	place	413	93
2012 04 12 10 57 27	1334242647327	place	395	93
2012 04 12 10 57 27	1334242647335	place	380	93
2012 04 12 10 57 27	1334242647351	flavor	352	98
2012 04 12 10 57 27	1334242647359	flavor	339	102
2012 04 12 10 57 27	1334242647367	flavor	330	106
2012 04 12 10 57 27	1334242647375	flavor	323	110
2012 04 12 10 57 27	1334242647383	flavor	319	112
2012 04 12 10 57 27	1334242647439	flavor	319	113
2012 04 12 10 57 27	1334242647447	flavor	319	114
2012 04 12 10 57 27	1334242647455	flavor	320	115
2012 04 12 10 57 27	1334242647463	flavor	321	116
2012 04 12 10 57 27	1334242647471	flavor	322	118
2012 04 12 10 57 27	1334242647479	flavor	323	119
2012 04 12 10 57 27	1334242647487	flavor	323	120
2012 04 12 10 57 27	1334242647495	flavor	324	120
2012 04 12 10 57 27	1334242647719	texture	324	132
2012 04 12 10 57 27	1334242647735	texture	325	133
2012 04 12 10 57 27	1334242647743	texture	326	135
2012 04 12 10 57 27	1334242647751	texture	327	136
2012 04 12 10 57 27	1334242647759	milk	329	138
2012 04 12 10 57 27	1334242647767	milk	331	140
2012 04 12 10 57 27	1334242647775	milk	333	142
2012 04 12 10 57 27	1334242647783	milk	336	144
2012 04 12 10 57 27	1334242647791	milk	338	147
2012 04 12 10 57 27	1334242647799	milk	341	149
2012 04 12 10 57 27	1334242647807	milk	344	151
2012 04 12 10 57 27	1334242647815	milk	346	154
2012 04 12 10 57 27	1334242647824	milk	349	156
2012 04 12 10 57 27	1334242647831	milk	351	159
2012 04 12 10 57 27	1334242647879	places	368	174
2012 04 12 10 57 27	1334242647887	places	373	177
2012 04 12 10 57 27	1334242647895	teas	377	179
2012 04 12 10 57 27	1334242647903	teas	381	181
2012 04 12 10 57 27	1334242647911	teas	385	183
2012 04 12 10 57 28	1334242648623	ave	769	340
2012 04 12 10 57 28	1334242648824	atmosphere	760	482
2012 04 12 10 57 28	1334242648832	atmosphere	751	484
2012 04 12 10 57 28	1334242648840	atmosphere	742	486
2012 04 12 10 57 28	1334242648847	atmosphere	732	486
2012 04 12 10 57 28	1334242648855	atmosphere	720	486
2012 04 12 10 57 28	1334242648863	atmosphere	707	484
2012 04 12 10 57 28	1334242648935	bubble tea	563	413
2012 04 12 10 57 28	1334242648944	bubble tea	554	404
2012 04 12 10 57 28	1334242648951	bubble tea	547	397
2012 04 12 10 57 28	1334242648959	bubble tea	545	395
2012 04 12 10 57 29	1334242649095	bubble tea	544	395
2012 04 12 10 57 29	1334242649103	bubble tea	544	396
2012 04 12 10 57 29	1334242649111	bubble tea	544	397
2012 04 12 10 57 29	1334242649119	bubble tea	544	398
2012 04 12 10 57 29	1334242649127	bubble tea	544	399
2012 04 12 10 57 29	1334242649135	bubble tea	544	400
2012 04 12 10 57 29	1334242649143	bubble tea	542	401
2012 04 12 10 57 29	1334242649151	bubble tea	542	402
2012 04 12 10 57 29	1334242649159	bubble tea	540	403
2012 04 12 10 57 29	1334242649167	bubble tea	538	404
2012 04 12 10 57 29	1334242649175	bubble tea	535	405
2012 04 12 10 57 29	1334242649183	bubble tea	532	406
2012 04 12 10 57 29	1334242649191	bubble tea	528	407
2012 04 12 10 57 29	1334242649199	bubble tea	524	408
2012 04 12 10 57 29	1334242649207	bubble tea	521	409
2012 04 12 10 57 29	1334242649215	bubble tea	518	410
2012 04 12 10 57 29	1334242649223	bubble tea	515	410
2012 04 12 10 57 29	1334242649231	bubble tea	512	412
2012 04 12 10 57 29	1334242649239	bubble tea	511	413
2012 04 12 10 57 29	1334242649247	bubble tea	509	413
2012 04 12 10 57 29	1334242649255	bubble tea	509	414
2012 04 12 10 57 29	1334242649263	bubble tea	507	415
2012 04 12 10 57 29	1334242649271	bubble tea	507	416
2012 04 12 10 57 29	1334242649279	bubble tea	506	416
2012 04 12 10 57 29	1334242649287	bubble tea	506	417
2012 04 12 10 57 29	1334242649303	bubble tea	505	417
2012 04 12 10 57 29	1334242649392	bubble tea	505	418
2012 04 12 10 57 29	1334242649568	bubble tea	505	419
2012 04 12 10 57 30	1334242650239	board	406	601
2012 04 12 10 57 30	1334242650247	board	407	601
2012 04 12 10 57 30	1334242650255	board	409	601
2012 04 12 10 57 30	1334242650263	board	411	601
2012 04 12 10 57 30	1334242650271	board	413	601
2012 04 12 10 57 30	1334242650279	board	416	602
2012 04 12 10 57 30	1334242650287	board	418	602
2012 04 12 10 57 30	1334242650295	board	420	603
2012 04 12 10 57 30	1334242650303	board	422	603
2012 04 12 10 57 30	1334242650311	board	423	604
2012 04 12 10 57 30	1334242650319	board	425	604
2012 04 12 10 57 30	1334242650327	board	426	605
2012 04 12 10 57 30	1334242650344	board	427	605
2012 04 12 10 57 30	1334242650353	board	428	606
2012 04 12 10 57 30	1334242650359	board	429	606
2012 04 12 10 57 30	1334242650464	board	430	606
2012 04 12 10 57 30	1334242650472	board	430	607
